f	CE1EL1	CE1EL2	CE2EL1	CE2EL2
391.0	0.0007550558835864886	0.009502722507525846	-0.010285215562665305	0.00766483217315474
392.0	0.0036523207953137148	0.009575642871880003	-0.009289580802533953	0.008815769512424522
393.0	0.0062802671322011805	0.009042770294521552	-0.007668917705104137	0.009408783731546584
394.0	0.0084571121062528	0.007940862463599882	-0.005536303901681886	0.00940957591244541
395.0	0.010033426650315175	0.006342454569033614	-0.0030389564705766243	0.00882109313991083
396.0	0.010902382519540966	0.0043510952766022525	-0.000348079452833566	0.007683156047876066
397.0	0.011006980302460539	0.002094647344286142	0.0023528633082967212	0.006069780876532144
398.0	0.010343770119230983	-0.0002829142359572521	0.0048806473690831305	0.004084375151807602
399.0	0.00896282345887476	-0.0026306809667431493	0.007064708003341685	0.00185311821143683
400.0	0.006963976866077159	-0.0048003817691907895	0.008758640308924853	-0.0004830502082829931
401.0	0.004489627697676605	-0.006655739568863123	0.009850004320552367	-0.002777325146523623
402.0	0.001714600877995079	-0.008081023559724634	0.010267779051071357	-0.004886254414183826
403.0	-0.0011661930235863703	-0.008988260884541653	0.00998697194699781	-0.006678701058068081
404.0	-0.00395143782537435	-0.009322658790484042	0.009030085439271461	-0.00804399078199598
405.0	-0.006447470422178574	-0.009065903558537055	0.007465356713522827	-0.008898738559434495
406.0	-0.008481737032491648	-0.008237138251770153	0.0054019058949505965	-0.009191933787860146
407.0	-0.009914712682880052	-0.0068915689093136355	0.002982136678502245	-0.008907974344262923
408.0	-0.010649461213490929	-0.0051167988540716785	0.00037191793867618456	-0.008067469735357097
409.0	-0.01063818143545118	-0.003027133797109809	-0.0022507773550268393	-0.0067257739838081
410.0	-0.00988529816265665	-0.0007562274143203949	-0.004707998344389019	-0.0049693511180296645
411.0	-0.008446899623536374	0.0015514598995448432	-0.0068338819692125505	-0.0029102112343188293
412.0	-0.006426578185479897	0.003749843717732093	-0.00848584060118854	-0.0006787746613384482
413.0	-0.003967981550575937	0.005700456446319981	-0.00955411755530321	0.0015843816244790648
414.0	-0.0012446092091412061	0.007281162242853462	-0.009969070662091413	0.00373737344050792
