f	gamma
809.0	0.00025852542246168446
810.0	1.7982213790599527e-06
811.0	-0.00025368515889592595
812.0	-0.0005077205358409512
813.0	-0.0007601058872127465
814.0	-0.0010106415045817302
815.0	-0.0012591301442907155
816.0	-0.0015053771757278477
817.0	-0.0017491907268084392
818.0	-0.0019903818265613483
819.0	-0.0022287645447192066
820.0	-0.00246415612821522
821.0	-0.002696377134490344
822.0	-0.002925251561519921
823.0	-0.0031506069744692486
824.0	-0.0033722746288934787
825.0	-0.0035900895903979053
826.0	-0.0038038908506790575
827.0	-0.004013521439870707
828.0	-0.00421882853512065
829.0	-0.0044196635653289025
830.0	-0.0046158823119803825
831.0	-0.0048073450060096
832.0	-0.004993916420636622
833.0	-0.005175465960118551
834.0	-0.005351867744363933
835.0	-0.005523000689360574
836.0	-0.005688748583370822
837.0	-0.005849000158852532
838.0	-0.00600364916006714
839.0	-0.006152594406339699
840.0	-0.006295739850939397
841.0	-0.006432994635553174
842.0	-0.006564273140328293
843.0	-0.006689495029462864
844.0	-0.006808585292328239
845.0	-0.006921474280109665
846.0	-0.007028097737955432
847.0	-0.007128396832628958
848.0	-0.007222318175661265
849.0	-0.0073098138420050855
850.0	-0.007390841384195317
851.0	-0.007465363842024411
852.0	-0.007533349747744545
853.0	-0.007594773126811859
854.0	-0.007649613494191861
855.0	-0.007697855846248295
856.0	-0.007739490648241249
857.0	-0.007774513817463791
858.0	-0.007802926702049552
859.0	-0.007824736055487197
860.0	-0.007839954006880914
861.0	-0.007848598026999241
862.0	-0.007850690890157807
863.0	-0.007846260631984613
864.0	-0.007835340503119646
865.0	-0.00781796891890358
866.0	-0.007794189405113288
867.0	-0.0077640505398048724
868.0	-0.007727605891327628
869.0	-0.007684913952575358
870.0	-0.007636038071543961
871.0	-0.00758104637826698
872.0	-0.007520011708203399
873.0	-0.007453011522154569
874.0	-0.007380127822789346
875.0	-0.007301447067859061
876.0	-0.007217060080186476
877.0	-0.007127061954514619
878.0	-0.007031551961303905
879.0	-0.006930633447567806
880.0	-0.0068244137348396575
881.0	-0.006713004014364721
882.0	-0.00659651923961335
883.0	-0.006475078016213666
884.0	-0.006348802489402655
885.0	-0.006217818229097118
886.0	-0.006082254112686807
887.0	-0.005942242205653913
888.0	-0.005797917640123839
889.0	-0.005649418491453919
890.0	-0.005496885652967847
891.0	-0.005340462708944151
892.0	-0.005180295805968301
893.0	-0.005016533522759174
894.0	-0.004849326738580913
895.0	-0.0046788285003520145
896.0	-0.004505193888564206
897.0	-0.0043285798821240395
898.0	-0.00414914522223047
899.0	-0.00396705027540247
900.0	-0.0037824568957699443
901.0	-0.0035955282867423857
902.0	-0.0034064288621691984
903.0	-0.0032153241071059043
904.0	-0.00302238043829944
905.0	-0.002827765064506684
906.0	-0.0026316458467594717
907.0	-0.002434191158688769
908.0	-0.0022355697470199404
909.0	-0.002035950592352044
910.0	-0.0018355027703308054
911.0	-0.0016343953133265577
912.0	-0.0014327970727261094
913.0	-0.0012308765819474994
914.0	-0.001028801920284565
915.0	-0.000826740577687949
916.0	-0.0006248593205881933
917.0	-0.000423324058864253
918.0	-0.0002222997140603391
919.0	-2.195008895207115e-05
920.0	0.00017756226143764327
921.0	0.0003760761572757978
922.0	0.0005734319197125207
923.0	0.0007694714949354302
924.0	0.000964038576392422
925.0	0.0011569787250913927
926.0	0.0013481394878877302
927.0	0.0015373705136724671
928.0	0.0017245236673753168
929.0	0.0019094531416998795
930.0	0.0020920155665097064
931.0	0.0022720701157865255
932.0	0.0024494786120840342
933.0	0.002624105628402951
934.0	0.0027958185874154932
935.0	0.0029644878579698566
936.0	0.003129986848807503
937.0	0.0032921920994291136
938.0	0.003450983368046768
939.0	0.003606243716563439
940.0	0.0037578595925225975
941.0	0.0039057209079743993
942.0	0.004049721115206543
943.0	0.0041897572792911845
944.0	0.004325730147402398
945.0	0.004457544214860686
946.0	0.004585107787864079
947.0	0.004708333042868586
948.0	0.004827136082583297
949.0	0.004941436988548114
950.0	0.005051159870265275
951.0	0.0051562329108585415
952.0	0.005256588409237107
953.0	0.005352162818743609
954.0	0.0054428967822690915
955.0	0.005528735163820587
956.0	0.00560962707652937
957.0	0.005685525907091692
958.0	0.005756389336636065
959.0	0.005822179358014295
960.0	0.005882862289516281
961.0	0.005938408785011582
962.0	0.005988793840523666
963.0	0.006033996797245226
964.0	0.006074001341006348
965.0	0.006108795498209627
966.0	0.00613837162824947
967.0	0.006162726412435343
968.0	0.006181860839441621
969.0	0.006195780187309375
970.0	0.006204494002027995
971.0	0.006208016072727436
972.0	0.006206364403514209
973.0	0.00619956118198705
974.0	0.006187632744470583
975.0	0.006170609538007882
976.0	0.006148526079155262
977.0	0.00612142090962504
978.0	0.006089336548824359
979.0	0.0060523194433405115
980.0	0.00601041991342555
981.0	0.00596369209653493
982.0	0.005912193887977426
983.0	0.00585598687873554
984.0	0.005795136290517452
985.0	0.005729710908104085
986.0	0.005659783009056176
987.0	0.005585428290848777
988.0	0.005506725795501777
989.0	0.00542375783177728
990.0	0.005336609895016246
991.0	0.0052453705846884306
992.0	0.005150131519730842
993.0	0.005050987251752359
994.0	0.004948035176182607
995.0	0.004841375441444999
996.0	0.004731110856235321
997.0	0.0046173467949881105
998.0	0.004500191101614336
999.0	0.004379753991595122
1000.0	0.004256147952517113
1001.0	0.004129487643136163
1002.0	0.003999889791056522
1003.0	0.0038674730891141923
1004.0	0.003732358090552972
1005.0	0.00359466710308335
1006.0	0.003454524081913591
1007.0	0.0033120545218447307
1008.0	0.0031673853485197617
1009.0	0.003020644808918796
1010.0	0.002871962361191983
1011.0	0.0027214685639217993
1012.0	0.002569294964907083
1013.0	0.00241557398956083
1014.0	0.0022604388290135766
1015.0	0.0021040233280145114
1016.0	0.0019464618727221914
1017.0	0.0017878892784762117
1018.0	0.0016284406776412158
1019.0	0.0014682514076137
1020.0	0.0013074568990827495
1021.0	0.0011461925646335663
1022.0	0.0009845936877836015
1023.0	0.000822795312540054
1024.0	0.0006609321335656979
1025.0	0.0004991383870408157
1026.0	0.00033754774230696817
1027.0	0.0001762931943780459
1028.0	1.550695740224796e-05
