f	3ETcryo10	3ETcryo15	3ETamb10	3ETamb15	3ET2CEcryo10	3ET2CEamb10	3ET2CEcryo15	3ET2CEamb15	2ETcryo15al	2ETcryo15misal	2ETamb15al	2ETamb15misal	2ETcryo20al	2ETcryo20misal	2ETamb20al	2ETamb20misal	2ET2CEcryo15al	2ET2CEcryo15misal	2ET2CEamb15al	2ET2CEamb15misal	2ET2CEcryo20al	2ET2CEcryo20misal	2ET2CEamb20al	2ET2CEamb20misal
2081	1.4539300747492384e-07	1.1637318681290883e-07	1.4539300747497077e-07	1.1637318681296009e-07	0.0	0.0	0.0	0.0	7.281953418110138e-05	7.281953418110138e-05	7.281953418112186e-05	7.281953418112186e-05	6.390911227090868e-05	6.390911227090868e-05	6.390911227092269e-05	6.390911227092269e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2082	1.4581271277044687e-07	1.1670912073167513e-07	1.4581271277049396e-07	1.1670912073172654e-07	0.0	0.0	0.0	0.0	7.309994600598164e-05	7.309994600598164e-05	7.309994600600218e-05	7.309994600600218e-05	6.415521204344765e-05	6.415521204344765e-05	6.415521204346171e-05	6.415521204346171e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2083	1.4623342721497055e-07	1.1704586237763008e-07	1.4623342721501778e-07	1.1704586237768162e-07	0.0	0.0	0.0	0.0	7.338130220456081e-05	7.338130220456081e-05	7.338130220458145e-05	7.338130220458145e-05	6.440214063321854e-05	6.440214063321854e-05	6.440214063323266e-05	6.440214063323266e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2084	1.466551527486987e-07	1.173834133037211e-07	1.4665515274874606e-07	1.1738341330377278e-07	0.0	0.0	0.0	0.0	7.366360550164628e-05	7.366360550164628e-05	7.366360550166698e-05	7.366360550166698e-05	6.464990043161292e-05	6.464990043161292e-05	6.46499004316271e-05	6.46499004316271e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2085	1.4707789131463165e-07	1.17721775065134e-07	1.4707789131467914e-07	1.1772177506518585e-07	0.0	0.0	0.0	0.0	7.394685862859409e-05	7.394685862859409e-05	7.394685862861488e-05	7.394685862861488e-05	6.489849383576974e-05	6.489849383576974e-05	6.489849383578397e-05	6.489849383578397e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2086	1.4750164485856882e-07	1.1806094921929502e-07	1.4750164485861647e-07	1.18060949219347e-07	0.0	0.0	0.0	0.0	7.423106432332126e-05	7.423106432332126e-05	7.423106432334213e-05	7.423106432334213e-05	6.514792324858607e-05	6.514792324858607e-05	6.514792324860035e-05	6.514792324860035e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2087	1.4792641532911134e-07	1.1840093732587282e-07	1.4792641532915911e-07	1.1840093732592496e-07	0.0	0.0	0.0	0.0	7.451622533031841e-05	7.451622533031841e-05	7.451622533033936e-05	7.451622533033936e-05	6.539819107872821e-05	6.539819107872821e-05	6.539819107874256e-05	6.539819107874256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2088	1.483522046776648e-07	1.1874174094678082e-07	1.483522046777127e-07	1.1874174094683311e-07	0.0	0.0	0.0	0.0	7.480234440066252e-05	7.480234440066252e-05	7.480234440068356e-05	7.480234440068356e-05	6.564929974064293e-05	6.564929974064293e-05	6.564929974065734e-05	6.564929974065734e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2089	1.4877901485844156e-07	1.19083361646179e-07	1.487790148584896e-07	1.1908336164623143e-07	0.0	0.0	0.0	0.0	7.508942429202919e-05	7.508942429202919e-05	7.50894242920503e-05	7.50894242920503e-05	6.590125165456817e-05	6.590125165456817e-05	6.590125165458262e-05	6.590125165458262e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2090	1.492068478284642e-07	1.194258009904766e-07	1.492068478285124e-07	1.1942580099052916e-07	0.0	0.0	0.0	0.0	7.537746776870578e-05	7.537746776870578e-05	7.537746776872697e-05	7.537746776872697e-05	6.615404924654459e-05	6.615404924654459e-05	6.615404924655909e-05	6.615404924655909e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2091	1.496357055475676e-07	1.1976906054833382e-07	1.4963570554761593e-07	1.1976906054838655e-07	0.0	0.0	0.0	0.0	7.566647760160383e-05	7.566647760160383e-05	7.566647760162511e-05	7.566647760162511e-05	6.640769494842649e-05	6.640769494842649e-05	6.640769494844105e-05	6.640769494844105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2092	1.500655899784018e-07	1.2011314189066424e-07	1.5006558997845025e-07	1.2011314189071713e-07	0.0	0.0	0.0	0.0	7.595645656827176e-05	7.595645656827176e-05	7.595645656829312e-05	7.595645656829312e-05	6.666219119789292e-05	6.666219119789292e-05	6.666219119790754e-05	6.666219119790754e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2093	1.5049650308643487e-07	1.2045804659063693e-07	1.504965030864835e-07	1.2045804659068998e-07	0.0	0.0	0.0	0.0	7.624740745290771e-05	7.624740745290771e-05	7.624740745292915e-05	7.624740745292915e-05	6.6917540438459e-05	6.6917540438459e-05	6.691754043847366e-05	6.691754043847366e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2094	1.5092844683995513e-07	1.2080377622367825e-07	1.5092844684000386e-07	1.2080377622373145e-07	0.0	0.0	0.0	0.0	7.653933304637191e-05	7.653933304637191e-05	7.653933304639344e-05	7.653933304639344e-05	6.717374511948669e-05	6.717374511948669e-05	6.717374511950142e-05	6.717374511950142e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2095	1.5136142321007444e-07	1.2115033236747467e-07	1.5136142321012333e-07	1.21150332367528e-07	0.0	0.0	0.0	0.0	7.683223614619995e-05	7.683223614619995e-05	7.683223614622155e-05	7.683223614622155e-05	6.743080769619657e-05	6.743080769619657e-05	6.743080769621136e-05	6.743080769621136e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2096	1.5179543417073058e-07	1.2149771660197437e-07	1.517954341707796e-07	1.2149771660202787e-07	0.0	0.0	0.0	0.0	7.712611955661517e-05	7.712611955661517e-05	7.712611955663685e-05	7.712611955663685e-05	6.768873062967859e-05	6.768873062967859e-05	6.768873062969343e-05	6.768873062969343e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2097	1.5223048169868998e-07	1.2184593050938973e-07	1.5223048169873916e-07	1.218459305094434e-07	0.0	0.0	0.0	0.0	7.74209860885416e-05	7.74209860885416e-05	7.742098608856337e-05	7.742098608856337e-05	6.794751638690348e-05	6.794751638690348e-05	6.794751638691838e-05	6.794751638691838e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2098	1.5266656777355055e-07	1.2219497567419937e-07	1.5266656777359984e-07	1.2219497567425319e-07	0.0	0.0	0.0	0.0	7.771683855961679e-05	7.771683855961679e-05	7.771683855963865e-05	7.771683855963865e-05	6.8207167440734e-05	6.8207167440734e-05	6.820716744074895e-05	6.820716744074895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2099	1.5310369437774384e-07	1.2254485368315008e-07	1.5310369437779329e-07	1.2254485368320403e-07	0.0	0.0	0.0	0.0	7.80136797942043e-05	7.80136797942043e-05	7.801367979422623e-05	7.801367979422623e-05	6.846768626993589e-05	6.846768626993589e-05	6.846768626995091e-05	6.846768626995091e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2100	1.5354186349653865e-07	1.2289556612525945e-07	1.5354186349658825e-07	1.2289556612531355e-07	0.0	0.0	0.0	0.0	7.831151262340705e-05	7.831151262340705e-05	7.831151262342906e-05	7.831151262342906e-05	6.872907535918964e-05	6.872907535918964e-05	6.872907535920472e-05	6.872907535920472e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2101	1.5398107711804312e-07	1.2324711459181775e-07	1.5398107711809283e-07	1.2324711459187204e-07	0.0	0.0	0.0	0.0	7.861033988507987e-05	7.861033988507987e-05	7.861033988510198e-05	7.861033988510198e-05	6.899133719910146e-05	6.899133719910146e-05	6.899133719911659e-05	6.899133719911659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2102	1.5442133723320742e-07	1.2359950067639012e-07	1.544213372332573e-07	1.2359950067644457e-07	0.0	0.0	0.0	0.0	7.891016442384242e-05	7.891016442384242e-05	7.891016442386461e-05	7.891016442386461e-05	6.925447428621458e-05	6.925447428621458e-05	6.925447428622977e-05	6.925447428622977e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2103	1.5486264583582695e-07	1.2395272597481889e-07	1.5486264583587695e-07	1.2395272597487347e-07	0.0	0.0	0.0	0.0	7.921098909109217e-05	7.921098909109217e-05	7.921098909111445e-05	7.921098909111445e-05	6.951848912302073e-05	6.951848912302073e-05	6.951848912303597e-05	6.951848912303597e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2104	1.5530500492254425e-07	1.2430679208522532e-07	1.5530500492259442e-07	1.2430679208528006e-07	0.0	0.0	0.0	0.0	7.951281674501704e-05	7.951281674501704e-05	7.95128167450394e-05	7.95128167450394e-05	6.978338421797117e-05	6.978338421797117e-05	6.978338421798647e-05	6.978338421798647e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2105	1.5574841649285247e-07	1.2466170060801232e-07	1.5574841649290277e-07	1.2466170060806722e-07	0.0	0.0	0.0	0.0	7.981565025060875e-05	7.981565025060875e-05	7.981565025063119e-05	7.981565025063119e-05	7.004916208548842e-05	7.004916208548842e-05	7.004916208550378e-05	7.004916208550378e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2106	1.5619288254909776e-07	1.2501745314586632e-07	1.5619288254914819e-07	1.2501745314592137e-07	0.0	0.0	0.0	0.0	8.011949247967544e-05	8.011949247967544e-05	8.011949247969797e-05	8.011949247969797e-05	7.031582524597738e-05	7.031582524597738e-05	7.03158252459928e-05	7.03158252459928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2107	1.5663840509648194e-07	1.2537405130375946e-07	1.5663840509653252e-07	1.2537405130381467e-07	0.0	0.0	0.0	0.0	8.042434631085484e-05	8.042434631085484e-05	8.042434631087745e-05	8.042434631087745e-05	7.058337622583682e-05	7.058337622583682e-05	7.05833762258523e-05	7.05833762258523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2108	1.5708498614306546e-07	1.2573149668895196e-07	1.570849861431162e-07	1.2573149668900733e-07	0.0	0.0	0.0	0.0	8.073021462962718e-05	8.073021462962718e-05	8.073021462964988e-05	8.073021462964988e-05	7.085181755747071e-05	7.085181755747071e-05	7.085181755748626e-05	7.085181755748626e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2109	1.5753262769976953e-07	1.2608979091099375e-07	1.575326276998204e-07	1.2608979091104928e-07	0.0	0.0	0.0	0.0	8.103710032832795e-05	8.103710032832795e-05	8.103710032835075e-05	8.103710032835075e-05	7.112115177929954e-05	7.112115177929954e-05	7.112115177931514e-05	7.112115177931514e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2110	1.5798133178037958e-07	1.2644893558172732e-07	1.579813317804306e-07	1.2644893558178302e-07	0.0	0.0	0.0	0.0	8.134500630616145e-05	8.134500630616145e-05	8.134500630618431e-05	8.134500630618431e-05	7.1391381435772e-05	7.1391381435772e-05	7.139138143578767e-05	7.139138143578767e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2111	1.5843110040154758e-07	1.268089323152896e-07	1.5843110040159874e-07	1.2680893231534544e-07	0.0	0.0	0.0	0.0	8.165393546921338e-05	8.165393546921338e-05	8.165393546923633e-05	8.165393546923633e-05	7.166250907737629e-05	7.166250907737629e-05	7.1662509077392e-05	7.1662509077392e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2112	1.588819355827947e-07	1.27169782728114e-07	1.5888193558284603e-07	1.2716978272817e-07	0.0	0.0	0.0	0.0	8.196389073046416e-05	8.196389073046416e-05	8.19638907304872e-05	8.19638907304872e-05	7.193453726065153e-05	7.193453726065153e-05	7.19345372606673e-05	7.19345372606673e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2113	1.5933383934651447e-07	1.275314884389329e-07	1.5933383934656593e-07	1.2753148843898904e-07	0.0	0.0	0.0	0.0	8.227487500980194e-05	8.227487500980194e-05	8.227487500982507e-05	8.227487500982507e-05	7.220746854819942e-05	7.220746854819942e-05	7.220746854821526e-05	7.220746854821526e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2114	1.597868137179746e-07	1.2789405106877933e-07	1.597868137180262e-07	1.2789405106883566e-07	0.0	0.0	0.0	0.0	8.258689123403541e-05	8.258689123403541e-05	8.258689123405862e-05	8.258689123405862e-05	7.248130550869534e-05	7.248130550869534e-05	7.248130550871124e-05	7.248130550871124e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2115	1.6024086072532078e-07	1.2825747224098977e-07	1.6024086072537253e-07	1.2825747224104625e-07	0.0	0.0	0.0	0.0	8.289994233690746e-05	8.289994233690746e-05	8.289994233693077e-05	8.289994233693077e-05	7.27560507169004e-05	7.27560507169004e-05	7.275605071691636e-05	7.275605071691636e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2116	1.6069598239957873e-07	1.2862175358120593e-07	1.606959823996306e-07	1.2862175358126257e-07	0.0	0.0	0.0	0.0	8.321403125910794e-05	8.321403125910794e-05	8.321403125913134e-05	8.321403125913134e-05	7.30317067536726e-05	7.30317067536726e-05	7.303170675368861e-05	7.303170675368861e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2117	1.611521807746571e-07	1.2898689671737704e-07	1.6115218077470915e-07	1.2898689671743384e-07	0.0	0.0	0.0	0.0	8.35291609482869e-05	8.35291609482869e-05	8.352916094831039e-05	8.352916094831039e-05	7.330827620597846e-05	7.330827620597846e-05	7.330827620599453e-05	7.330827620599453e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2118	1.616094578873504e-07	1.2935290327976212e-07	1.616094578874026e-07	1.2935290327981908e-07	0.0	0.0	0.0	0.0	8.384533435906789e-05	8.384533435906789e-05	8.384533435909146e-05	8.384533435909146e-05	7.35857616669047e-05	7.35857616669047e-05	7.358576166692084e-05	7.358576166692084e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2119	1.6206781577734104e-07	1.2971977490093172e-07	1.6206781577739338e-07	1.2971977490098887e-07	0.0	0.0	0.0	0.0	8.416255445306072e-05	8.416255445306072e-05	8.416255445308438e-05	8.416255445308438e-05	7.38641657356695e-05	7.38641657356695e-05	7.38641657356857e-05	7.38641657356857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2120	1.6252725648720296e-07	1.3008751321577082e-07	1.6252725648725545e-07	1.3008751321582812e-07	0.0	0.0	0.0	0.0	8.448082419887526e-05	8.448082419887526e-05	8.448082419889902e-05	8.448082419889902e-05	7.41434910176345e-05	7.41434910176345e-05	7.414349101765076e-05	7.414349101765076e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2121	1.629877820624039e-07	1.3045611986148055e-07	1.629877820624565e-07	1.3045611986153798e-07	0.0	0.0	0.0	0.0	8.480014657213435e-05	8.480014657213435e-05	8.48001465721582e-05	8.48001465721582e-05	7.442374012431615e-05	7.442374012431615e-05	7.442374012433247e-05	7.442374012433247e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2122	1.6344939455130801e-07	1.3082559647758036e-07	1.634493945513608e-07	1.30825596477638e-07	0.0	0.0	0.0	0.0	8.512052455548703e-05	8.512052455548703e-05	8.512052455551096e-05	8.512052455551096e-05	7.470491567339743e-05	7.470491567339743e-05	7.47049156734138e-05	7.47049156734138e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2123	1.6391209600517907e-07	1.3119594470591058e-07	1.6391209600523199e-07	1.3119594470596836e-07	0.0	0.0	0.0	0.0	8.544196113862199e-05	8.544196113862199e-05	8.544196113864602e-05	8.544196113864602e-05	7.49870202887395e-05	7.49870202887395e-05	7.498702028875595e-05	7.498702028875595e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2124	1.6437588847818237e-07	1.3156716619063395e-07	1.6437588847823544e-07	1.3156716619069186e-07	0.0	0.0	0.0	0.0	8.576445931828043e-05	8.576445931828043e-05	8.576445931830456e-05	8.576445931830456e-05	7.527005660039314e-05	7.527005660039314e-05	7.527005660040965e-05	7.527005660040965e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2125	1.6484077402738845e-07	1.319392625782385e-07	1.648407740274417e-07	1.319392625782966e-07	0.0	0.0	0.0	0.0	8.608802209826998e-05	8.608802209826998e-05	8.608802209829419e-05	8.608802209829419e-05	7.555402724461084e-05	7.555402724461084e-05	7.555402724462741e-05	7.555402724462741e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2126	1.6530675471277525e-07	1.3231223551753944e-07	1.6530675471282864e-07	1.323122355175977e-07	0.0	0.0	0.0	0.0	8.641265248947761e-05	8.641265248947761e-05	8.64126524895019e-05	8.64126524895019e-05	7.583893486385816e-05	7.583893486385816e-05	7.583893486387479e-05	7.583893486387479e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2127	1.657738325972309e-07	1.3268608665968127e-07	1.6577383259728445e-07	1.326860866597397e-07	0.0	0.0	0.0	0.0	8.6738353509883e-05	8.6738353509883e-05	8.673835350990739e-05	8.673835350990739e-05	7.612478210682556e-05	7.612478210682556e-05	7.612478210684225e-05	7.612478210684225e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2128	1.6624200974655673e-07	1.3306081765814023e-07	1.662420097466104e-07	1.330608176581988e-07	0.0	0.0	0.0	0.0	8.706512818457215e-05	8.706512818457215e-05	8.706512818459663e-05	8.706512818459663e-05	7.641157162844019e-05	7.641157162844019e-05	7.641157162845696e-05	7.641157162845696e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2129	1.6671128822946935e-07	1.3343643016872597e-07	1.667112882295232e-07	1.3343643016878474e-07	0.0	0.0	0.0	0.0	8.739297954575026e-05	8.739297954575026e-05	8.739297954577484e-05	8.739297954577484e-05	7.669930608987733e-05	7.669930608987733e-05	7.669930608989415e-05	7.669930608989415e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2130	1.671816701176043e-07	1.3381292584958448e-07	1.671816701176583e-07	1.338129258496434e-07	0.0	0.0	0.0	0.0	8.772191063275573e-05	8.772191063275573e-05	8.77219106327804e-05	8.77219106327804e-05	7.698798815857257e-05	7.698798815857257e-05	7.698798815858946e-05	7.698798815858946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2131	1.6765315748551816e-07	1.3419030636119971e-07	1.676531574855723e-07	1.3419030636125882e-07	0.0	0.0	0.0	0.0	8.805192449207323e-05	8.805192449207323e-05	8.805192449209799e-05	8.805192449209799e-05	7.727762050823338e-05	7.727762050823338e-05	7.727762050825033e-05	7.727762050825033e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2132	1.6812575241069153e-07	1.345685733663961e-07	1.6812575241074582e-07	1.3456857336645536e-07	0.0	0.0	0.0	0.0	8.838302417734715e-05	8.838302417734715e-05	8.8383024177372e-05	8.8383024177372e-05	7.756820581885083e-05	7.756820581885083e-05	7.756820581886785e-05	7.756820581886785e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2133	1.685994569735318e-07	1.349477285303406e-07	1.6859945697358626e-07	1.3494772853040003e-07	0.0	0.0	0.0	0.0	8.871521274939523e-05	8.871521274939523e-05	8.871521274942018e-05	8.871521274942018e-05	7.785974677671161e-05	7.785974677671161e-05	7.785974677672869e-05	7.785974677672869e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2134	1.6907427325737555e-07	1.3532777352054474e-07	1.6907427325743015e-07	1.3532777352060435e-07	0.0	0.0	0.0	0.0	8.904849327622163e-05	8.904849327622163e-05	8.904849327624668e-05	8.904849327624668e-05	7.815224607440945e-05	7.815224607440945e-05	7.815224607442659e-05	7.815224607442659e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2135	1.6955020334849178e-07	1.357087100068672e-07	1.6955020334854654e-07	1.3570871000692698e-07	0.0	0.0	0.0	0.0	8.9382868833031e-05	8.9382868833031e-05	8.938286883305612e-05	8.938286883305612e-05	7.84457064108575e-05	7.84457064108575e-05	7.844570641087471e-05	7.844570641087471e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2136	1.7002724933608446e-07	1.360905396615158e-07	1.7002724933613936e-07	1.3609053966157574e-07	0.0	0.0	0.0	0.0	8.971834250224153e-05	8.971834250224153e-05	8.971834250226675e-05	8.971834250226675e-05	7.874013049129985e-05	7.874013049129985e-05	7.874013049131711e-05	7.874013049131711e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2137	1.7050541331229522e-07	1.364732641590497e-07	1.7050541331235027e-07	1.3647326415910978e-07	0.0	0.0	0.0	0.0	9.005491737349876e-05	9.005491737349876e-05	9.005491737352408e-05	9.005491737352408e-05	7.903552102732345e-05	7.903552102732345e-05	7.903552102734078e-05	7.903552102734078e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2138	1.7098469737220632e-07	1.3685688517638164e-07	1.7098469737226154e-07	1.368568851764419e-07	0.0	0.0	0.0	0.0	9.039259654368901e-05	9.039259654368901e-05	9.039259654371442e-05	9.039259654371442e-05	7.933188073687013e-05	7.933188073687013e-05	7.933188073688753e-05	7.933188073688753e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2139	1.714651036138428e-07	1.3724140439277994e-07	1.7146510361389818e-07	1.3724140439284037e-07	0.0	0.0	0.0	0.0	9.073138311695272e-05	9.073138311695272e-05	9.073138311697823e-05	9.073138311697823e-05	7.962921234424818e-05	7.962921234424818e-05	7.962921234426563e-05	7.962921234426563e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2140	1.719466341381761e-07	1.3762682348987111e-07	1.7194663413823161e-07	1.3762682348993173e-07	0.0	0.0	0.0	0.0	9.107128020469854e-05	9.107128020469854e-05	9.107128020472414e-05	9.107128020472414e-05	7.99275185801447e-05	7.99275185801447e-05	7.992751858016222e-05	7.992751858016222e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2141	1.7242929104912626e-07	1.3801314415164182e-07	1.7242929104918195e-07	1.380131441517026e-07	0.0	0.0	0.0	0.0	9.14122909256166e-05	9.14122909256166e-05	9.14122909256423e-05	9.14122909256423e-05	8.022680218163732e-05	8.022680218163732e-05	8.022680218165492e-05	8.022680218165492e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2142	1.7291307645356477e-07	1.38400368064441e-07	1.729130764536206e-07	1.3840036806450196e-07	0.0	0.0	0.0	0.0	9.175441840569218e-05	9.175441840569218e-05	9.175441840571797e-05	9.175441840571797e-05	8.052706589220617e-05	8.052706589220617e-05	8.052706589222383e-05	8.052706589222383e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2143	1.7339799246131757e-07	1.3878849691698242e-07	1.7339799246137355e-07	1.3878849691704354e-07	0.0	0.0	0.0	0.0	9.209766577821948e-05	9.209766577821948e-05	9.209766577824537e-05	9.209766577824537e-05	8.082831246174596e-05	8.082831246174596e-05	8.082831246176369e-05	8.082831246176369e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2144	1.7388404118516716e-07	1.391775324003462e-07	1.738840411852233e-07	1.391775324004075e-07	0.0	0.0	0.0	0.0	9.244203618381492e-05	9.244203618381492e-05	9.244203618384091e-05	9.244203618384091e-05	8.113054464657761e-05	8.113054464657761e-05	8.11305446465954e-05	8.11305446465954e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2145	1.743712247408562e-07	1.395674762079819e-07	1.743712247409125e-07	1.3956747620804336e-07	0.0	0.0	0.0	0.0	9.278753277043136e-05	9.278753277043136e-05	9.278753277045745e-05	9.278753277045745e-05	8.143376520946081e-05	8.143376520946081e-05	8.143376520947867e-05	8.143376520947867e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2146	1.7485954524708974e-07	1.3995833003571014e-07	1.748595452471462e-07	1.3995833003577176e-07	0.0	0.0	0.0	0.0	9.313415869337144e-05	9.313415869337144e-05	9.313415869339762e-05	9.313415869339762e-05	8.173797691960567e-05	8.173797691960567e-05	8.17379769196236e-05	8.17379769196236e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2147	1.7534900482553822e-07	1.4035009558172498e-07	1.7534900482559487e-07	1.4035009558178679e-07	0.0	0.0	0.0	0.0	9.34819171153014e-05	9.34819171153014e-05	9.348191711532769e-05	9.348191711532769e-05	8.204318255268487e-05	8.204318255268487e-05	8.204318255270287e-05	8.204318255270287e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2148	1.758396056008402e-07	1.4074277454659624e-07	1.7583960560089697e-07	1.407427745466582e-07	0.0	0.0	0.0	0.0	9.383081120626491e-05	9.383081120626491e-05	9.383081120629128e-05	9.383081120629128e-05	8.23493848908458e-05	8.23493848908458e-05	8.234938489086387e-05	8.234938489086387e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2149	1.7633134970060466e-07	1.411363686332713e-07	1.763313497006616e-07	1.4113636863333346e-07	0.0	0.0	0.0	0.0	9.418084414369644e-05	9.418084414369644e-05	9.418084414372292e-05	9.418084414372292e-05	8.265658672272232e-05	8.265658672272232e-05	8.265658672274044e-05	8.265658672274044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2150	1.7682423925541457e-07	1.4153087954707794e-07	1.7682423925547166e-07	1.4153087954714025e-07	0.0	0.0	0.0	0.0	9.453201911243564e-05	9.453201911243564e-05	9.453201911246223e-05	9.453201911246223e-05	8.296479084344726e-05	8.296479084344726e-05	8.296479084346546e-05	8.296479084346546e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2151	1.7731827639882916e-07	1.419263089957261e-07	1.7731827639888644e-07	1.4192630899578858e-07	0.0	0.0	0.0	0.0	9.488433930474075e-05	9.488433930474075e-05	9.488433930476744e-05	9.488433930476744e-05	8.327400005466436e-05	8.327400005466436e-05	8.327400005468263e-05	8.327400005468263e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2152	1.7781346326738688e-07	1.4232265868931022e-07	1.778134632674443e-07	1.423226586893729e-07	0.0	0.0	0.0	0.0	9.523780792030247e-05	9.523780792030247e-05	9.523780792032925e-05	9.523780792032925e-05	8.358421716454036e-05	8.358421716454036e-05	8.358421716455868e-05	8.358421716455868e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2153	1.7830980200060805e-07	1.427199303403117e-07	1.7830980200066565e-07	1.4271993034037453e-07	0.0	0.0	0.0	0.0	9.559242816625796e-05	9.559242816625796e-05	9.559242816628483e-05	9.559242816628483e-05	8.38954449877772e-05	8.38954449877772e-05	8.38954449877956e-05	8.38954449877956e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
